"COLECTIVO","PROGRAMA","CIF","ENTIDAD","PROYECTO","IMPORTE",,,
"INFANCIA Y FAMILIA","EQUIPAMIENTOS RESIDENCIALES PARA MENORES EN SITUACIÓN DE DIFICULTAD Y/O CONFLICTO SOCIAL Y PARA LA EJECUCIÓN DE MEDIDAS EN MEDIO ABIERTOS","G-29901907","CENTRO ASISTENCIAL DE MELILLA","PERSONAL DE LOS SERVICIOS DE ATENCIÓN A MENORES EN DIFICULTAD SOCIAL",250000,,,
"INFANCIA Y FAMILIA","EQUIPAMIENTOS RESIDENCIALES PARA MENORES EN SITUACIÓN DE DIFICULTAD Y/O CONFLICTO SOCIAL Y PARA LA EJECUCIÓN DE MEDIDAS EN MEDIO ABIERTOS","G-47306568","CONFEDERACIÓN DE CENTROS DE DESARROLLO RURAL","EQUIPAMIENTO RESIDENCIAL PARA MENORES EN SITUACIÓN DE DIFICULTAD Y/O CONFLICTO SOCIAL Y PARA LA EJECUCIÓN DE MEDIDAS EN MEDIO ABIERTO",147000,,,
"INFANCIA Y FAMILIA","EQUIPAMIENTOS RESIDENCIALES PARA MENORES EN SITUACIÓN DE DIFICULTAD Y/O CONFLICTO SOCIAL Y PARA LA EJECUCIÓN DE MEDIDAS EN MEDIO ABIERTOS","G-82803578","COORDINADORA ESTATAL DE PLATAFORMAS SOCIALES SALESIANAS","EQUIPAMIENTOS RESIDENCIALES PARA MENORES EN SITUACIÓN DE DIFICULTAD Y PARA CENTROS DE EJECUCIÓN DE MEDIDAS EN MEDIO ABIERTO",13200,,,
"INFANCIA Y FAMILIA","EQUIPAMIENTOS RESIDENCIALES PARA MENORES EN SITUACIÓN DE DIFICULTAD Y/O CONFLICTO SOCIAL Y PARA LA EJECUCIÓN DE MEDIDAS EN MEDIO ABIERTOS","Q-02866001-G","CRUZ ROJA ESPAÑOLA","EQUIPAMIENTO RESIDENCIA MENORES",75887,,,
"INFANCIA Y FAMILIA","EQUIPAMIENTOS RESIDENCIALES PARA MENORES EN SITUACIÓN DE DIFICULTAD Y/O CONFLICTO SOCIAL Y PARA LA EJECUCIÓN DE MEDIDAS EN MEDIO ABIERTOS","Q-02866001-G","CRUZ ROJA ESPAÑOLA","EQUIPAMIENTO RESIDENCIAS PARA LA AUTONOMÍA DE JÓVENES Y ADOLESCENTES BAJO MEDIDA DE PROTECCIÓN Y/O EN RIESGO SOCIAL","500673,2",,,
"INFANCIA Y FAMILIA","EQUIPAMIENTOS RESIDENCIALES PARA MENORES EN SITUACIÓN DE DIFICULTAD Y/O CONFLICTO SOCIAL Y PARA LA EJECUCIÓN DE MEDIDAS EN MEDIO ABIERTOS","Q-02866001-G","CRUZ ROJA ESPAÑOLA","INTERVENCIÓN SOCIO-EDUCATIVA EN MEDIO ABIERTO CON MENORES BAJO MEDIDAS DE RESPONSABILIDAD PENAL (14 - 18 AÑOS)","207431,28",,,
"INFANCIA Y FAMILIA","EQUIPAMIENTOS RESIDENCIALES PARA MENORES EN SITUACIÓN DE DIFICULTAD Y/O CONFLICTO SOCIAL Y PARA LA EJECUCIÓN DE MEDIDAS EN MEDIO ABIERTOS","G-61228839"," EDAIA (FEDERACIÓ D'ENTITATS D'ATENCIÓ I D'EDUCACIÓ A LA INFÀNCIA I A L'ADOLESCÈNCIA)","COMPLEX MARICEL COMPAÑÍA HIJAS DE LA CARIDAD",50000,,,
"INFANCIA Y FAMILIA","EQUIPAMIENTOS RESIDENCIALES PARA MENORES EN SITUACIÓN DE DIFICULTAD Y/O CONFLICTO SOCIAL Y PARA LA EJECUCIÓN DE MEDIDAS EN MEDIO ABIERTOS","G-62188214","FEDERACIÓN DE ENTIDADES CON PROYECTOS Y PISOS ASISTIDOS","ITINERARIOS HACIA LA EMANCIPACIÓN",178200,,,
"INFANCIA Y FAMILIA","EQUIPAMIENTOS RESIDENCIALES PARA MENORES EN SITUACIÓN DE DIFICULTAD Y/O CONFLICTO SOCIAL Y PARA LA EJECUCIÓN DE MEDIDAS EN MEDIO ABIERTOS","R-04100008-D","FILIPENSES HIJAS DE MARÍA DOLOROSA","EQUIPAMIENTOS RESIDENCIALES PARA MENORES EN DIFICULTAD SOCIAL: ADECUACIÓN DE HOGARES FUNCIONALES",30295,,,
"INFANCIA Y FAMILIA","EQUIPAMIENTOS RESIDENCIALES PARA MENORES EN SITUACIÓN DE DIFICULTAD Y/O CONFLICTO SOCIAL Y PARA LA EJECUCIÓN DE MEDIDAS EN MEDIO ABIERTOS","G-73600553","FUNDACIÓN CEPAIM ACCIÓN INTEGRAL CON MIGRANTES","ÍTACA JOVEN. PISOS DE PREAUTONOMÍA DE JÓVENES INMIGRANTES Y AUTÓCTONOS",114000,,,
"INFANCIA Y FAMILIA","EQUIPAMIENTOS RESIDENCIALES PARA MENORES EN SITUACIÓN DE DIFICULTAD Y/O CONFLICTO SOCIAL Y PARA LA EJECUCIÓN DE MEDIDAS EN MEDIO ABIERTOS","G-74005059","FUNDACIÓN CRUZ DE LOS ÁNGELES","EQUIPAMIENTO RESIDENCIAL: SERVICIO DE ATENCIÓN A MENORES",67000,,,
"INFANCIA Y FAMILIA","EQUIPAMIENTOS RESIDENCIALES PARA MENORES EN SITUACIÓN DE DIFICULTAD Y/O CONFLICTO SOCIAL Y PARA LA EJECUCIÓN DE MEDIDAS EN MEDIO ABIERTOS","G-73038457","FUNDACIÓN DIAGRAMA INTERVENCIÓN PSICOSOCIAL","EQUIPAMIENTOS RESIDENCIALES ""LA ZARZA, ARRUI-LOS PINOS, ALEA, ALCUDIA-CAÑADA, LOS ALCORES, EL LIMONAR, LA VILLA , ALUARTE DE SAN PEDRO ALTO, ANKASO, INITIE, ANASSIM I Y II, ALMANAR I Y II, INALI DIARA`NZ I Y II""",398946,,,
"INFANCIA Y FAMILIA","EQUIPAMIENTOS RESIDENCIALES PARA MENORES EN SITUACIÓN DE DIFICULTAD Y/O CONFLICTO SOCIAL Y PARA LA EJECUCIÓN DE MEDIDAS EN MEDIO ABIERTOS","G-73038457","FUNDACIÓN DIAGRAMA INTERVENCIÓN PSICOSOCIAL","AUTONOMÍA PERSONAL Y DE INTEGRACIÓN SOCIO-LABORAL DE ADOLESCENTES TUTELADOS/AS, EXTUTELADOS/AS Y JÓVENES QUE SE ENCUENTREN EN SITUACIÓN DE DIFICULTAD SOCIAL : ""LABOR""",492544,,,
"INFANCIA Y FAMILIA","EQUIPAMIENTOS RESIDENCIALES PARA MENORES EN SITUACIÓN DE DIFICULTAD Y/O CONFLICTO SOCIAL Y PARA LA EJECUCIÓN DE MEDIDAS EN MEDIO ABIERTOS","G-14729248","FUNDACIÓN EMET ARCO IRIS","TRATAMIENTO A MENORES CON TRASTORNOS DE CONDUCTA",50000,,,
"INFANCIA Y FAMILIA","EQUIPAMIENTOS RESIDENCIALES PARA MENORES EN SITUACIÓN DE DIFICULTAD Y/O CONFLICTO SOCIAL Y PARA LA EJECUCIÓN DE MEDIDAS EN MEDIO ABIERTOS","G-91116897","FUNDACIÓN INTERNACIONAL APRONI","EQUIPAMIENTO DEL DE ACOGIMIENTO RESIDENCIAL DE MENORES TUTELADOS",32000,,,
"INFANCIA Y FAMILIA","EQUIPAMIENTOS RESIDENCIALES PARA MENORES EN SITUACIÓN DE DIFICULTAD Y/O CONFLICTO SOCIAL Y PARA LA EJECUCIÓN DE MEDIDAS EN MEDIO ABIERTOS","G-82380809","FUNDACIÓN INTERNACIONAL O'BELEN","REVIVE: PISOS QUE FACILITEN LA AUTONOMÍA PERSONAL Y LA INTEGRACIÓN SOCIOLABORAL DE LOS ADOLESCENTES",64800,,,
"INFANCIA Y FAMILIA","EQUIPAMIENTOS RESIDENCIALES PARA MENORES EN SITUACIÓN DE DIFICULTAD Y/O CONFLICTO SOCIAL Y PARA LA EJECUCIÓN DE MEDIDAS EN MEDIO ABIERTOS","G-11408606","FUNDACIÓN MÁRGENES Y VÍNCULOS","EQUIPAMIENTO RESIDENCIAL: CENTRO TERAPÉUTICO PARA ADOLESCENTES",11000,,,
"INFANCIA Y FAMILIA","EQUIPAMIENTOS RESIDENCIALES PARA MENORES EN SITUACIÓN DE DIFICULTAD Y/O CONFLICTO SOCIAL Y PARA LA EJECUCIÓN DE MEDIDAS EN MEDIO ABIERTOS","G-50954957","FUNDACIÓN PARA LA ATENCIÓN INTEGRAL DEL MENOR","REHABILITACIÓN Y EQUIPAMIENTO DEL CENTRO DE ACOGIMIENTO ESPECIAL ""MOVERA"" PARA JÓVENES Y MENORES EN GRAVE PELIGRO DE EXCLUSIÓN SOCIAL",70000,,,
"INFANCIA Y FAMILIA","EQUIPAMIENTOS RESIDENCIALES PARA MENORES EN SITUACIÓN DE DIFICULTAD Y/O CONFLICTO SOCIAL Y PARA LA EJECUCIÓN DE MEDIDAS EN MEDIO ABIERTOS","G-26341529","FUNDACIÓN PIONEROS","PROGRAMA DE PRELABORALIDAD",63160,,,
"INFANCIA Y FAMILIA","EQUIPAMIENTOS RESIDENCIALES PARA MENORES EN SITUACIÓN DE DIFICULTAD Y/O CONFLICTO SOCIAL Y PARA LA EJECUCIÓN DE MEDIDAS EN MEDIO ABIERTOS","G-28979136","FUNDACIÓN TOMILLO","EQUIPAMIENTO RESIDENCIALES PARA MENORES EN SITUACIÓN DE DIFICULTAD Y/O CONFLICTO SOCIAL, Y PROGRAMAS PARA LA EJECUCIÓN DE MEDIDAS EN MEDIO ABIERTO",209115,,,
"INFANCIA Y FAMILIA","EQUIPAMIENTOS RESIDENCIALES PARA MENORES EN SITUACIÓN DE DIFICULTAD Y/O CONFLICTO SOCIAL Y PARA LA EJECUCIÓN DE MEDIDAS EN MEDIO ABIERTOS","G-07267628","GRUPO DE EDUCADORES DE CALLE Y TRABAJO CON MENORES","HOGAR FUNCIONAL PARA MENORES DE 14 A 18 AÑOS EN SITUACIÓN DE DIFICULTAD SOCIAL",166000,,,
"INFANCIA Y FAMILIA","EQUIPAMIENTOS RESIDENCIALES PARA MENORES EN SITUACIÓN DE DIFICULTAD Y/O CONFLICTO SOCIAL Y PARA LA EJECUCIÓN DE MEDIDAS EN MEDIO ABIERTOS","G-08973224","INSTITUTO DE TRABAJO SOCIAL Y DE SERVICIOS SOCIALES (INTRESS)","CENTROS EDUCATIVOS ILLA Y BELLAMAR",214360,,,
"INFANCIA Y FAMILIA","EQUIPAMIENTOS RESIDENCIALES PARA MENORES EN SITUACIÓN DE DIFICULTAD Y/O CONFLICTO SOCIAL Y PARA LA EJECUCIÓN DE MEDIDAS EN MEDIO ABIERTOS","G-28665289","MUCHACHOS CIUDADESCUELAS DE FORMACIÓN SOCIOCULTURAL","EQUIPAMIENTOS RESIDENCIALES PARA MENORES EN SITUACIÓN DE DIFICULTAD Y/O CONFLICTO SOCIAL",161200,,,
"INFANCIA Y FAMILIA","PROGRAMAS PARA LA PREVENCIÓN Y ATENCIÓN DEL MALTRATO Y EXPLOTACIÓN INFANTIL","G-08774424","A.I.S. PRO-JUVENTUD","ATENCIÓN A PERSONAS AFECTADAS POR GRUPOS DE MANIPULACIÓN PSICOLÓGICA O SECTAS COERCITIVAS Y OTRAS SOCIOADICIONES",32940,,,
"INFANCIA Y FAMILIA","PROGRAMAS PARA LA PREVENCIÓN Y ATENCIÓN DEL MALTRATO Y EXPLOTACIÓN INFANTIL","G-79414082","ASOCIACIÓN PARA LA PREVENCIÓN REINSERCIÓN Y ATENCIÓN A LA MUJER PROSTITUIDA","ESTRATEGIAS PARA LA DETECCIÓN, IDENTIFICACIÓN Y ATENCIÓN A MENORES EXPLOTADOS/AS SEXUALMENTE",40000,,,
"INFANCIA Y FAMILIA","PROGRAMAS PARA LA PREVENCIÓN Y ATENCIÓN DEL MALTRATO Y EXPLOTACIÓN INFANTIL","R-02800560-A","CÁRITAS ESPAÑOLA","PREVENCIÓN Y ATENCIÓN DEL MALTRATO Y EXPLOTACIÓN INFANTIL","230669,08",,,
"INFANCIA Y FAMILIA","PROGRAMAS PARA LA PREVENCIÓN Y ATENCIÓN DEL MALTRATO Y EXPLOTACIÓN INFANTIL","G-79986493","FEDERACIÓN DE ASOCIACIONES PARA LA PREVENCIÓN DEL MALTRATO INFANTIL","DETECCIÓN Y ATENCIÓN DE INFANCIA Y ADOLESCENCIA EN SITUACIONES DE RIESGO",58532,,,
"INFANCIA Y FAMILIA","PROGRAMAS PARA LA PREVENCIÓN Y ATENCIÓN DEL MALTRATO Y EXPLOTACIÓN INFANTIL","G-79986493","FEDERACIÓN DE ASOCIACIONES PARA LA PREVENCIÓN DEL MALTRATO INFANTIL","DETECCIÓN, PREVENCIÓN Y ATENCIÓN DE LA EXPLOTACIÓN SEXUAL COMERCIAL INFANTIL",16740,,,
"INFANCIA Y FAMILIA","PROGRAMAS PARA LA PREVENCIÓN Y ATENCIÓN DEL MALTRATO Y EXPLOTACIÓN INFANTIL","G-79986493","FEDERACIÓN DE ASOCIACIONES PARA LA PREVENCIÓN DEL MALTRATO INFANTIL","PREVENCIÓN DEL MALTRATO INFANTIL",20438,,,
"INFANCIA Y FAMILIA","PROGRAMAS PARA LA PREVENCIÓN Y ATENCIÓN DEL MALTRATO Y EXPLOTACIÓN INFANTIL","G-79986493","FEDERACIÓN DE ASOCIACIONES PARA LA PREVENCIÓN DEL MALTRATO INFANTIL","PREMI: DE FORMACIÓN Y PREVENCIÓN DEL MALTRATO ENTRE IGUALES",38016,,,
"INFANCIA Y FAMILIA","PROGRAMAS PARA LA PREVENCIÓN Y ATENCIÓN DEL MALTRATO Y EXPLOTACIÓN INFANTIL","G-79986493","FEDERACIÓN DE ASOCIACIONES PARA LA PREVENCIÓN DEL MALTRATO INFANTIL","DETECCIÓN, PREVENCIÓN Y ATENCIÓN DEL ABUSO SEXUAL INFANTIL",36526,,,
"INFANCIA Y FAMILIA","PROGRAMAS PARA LA PREVENCIÓN Y ATENCIÓN DEL MALTRATO Y EXPLOTACIÓN INFANTIL","G-62207899","FUNDACIÓ PRIVADA CONCEPCIÓ JUVANTENY","PREVENCIÓN, FORMACIÓN, DIAGNÓSTICO Y ATENCIÓN DEL MALTRATO Y/O ABUSO SEXUAL INFANTIL",54800,,,
"INFANCIA Y FAMILIA","PROGRAMAS PARA LA PREVENCIÓN Y ATENCIÓN DEL MALTRATO Y EXPLOTACIÓN INFANTIL","G-64147184","FUNDACIÓN INSTITUTO DE REINSERCIÓN SOCIAL","PROYECTO MENTORIAS MALLORCA: SERVICIO DE ATENCIÓN PSICOSOCIAL DIRIGIDO A HIJOS E HIJAS DE VÍCTIMAS DE VIOLENCIA DE GÉNERO",17000,,,
"INFANCIA Y FAMILIA","PROGRAMAS PARA LA PREVENCIÓN Y ATENCIÓN DEL MALTRATO Y EXPLOTACIÓN INFANTIL","G-11408606","FUNDACIÓN MÁRGENES Y VÍNCULOS","EVALUACIÓN Y TRATAMIENTO DE NIÑOS VÍCTIMAS DE VIOLENCIA SEXUAL",42000,,,
"INFANCIA Y FAMILIA","PROGRAMAS PARA LA PREVENCIÓN Y ATENCIÓN DEL MALTRATO Y EXPLOTACIÓN INFANTIL","G-11408606","FUNDACIÓN MÁRGENES Y VÍNCULOS","CÍRCULOS LOCALES DE PREVENCIÓN DEL MALTRATO INFANTIL: CLP",38466,,,
"INFANCIA Y FAMILIA","PROGRAMAS PARA LA PREVENCIÓN Y ATENCIÓN DEL MALTRATO Y EXPLOTACIÓN INFANTIL","G-11408606","FUNDACIÓN MÁRGENES Y VÍNCULOS","INTERVENCIÓN PSICOTERAPÉUTICA CON OFENSORES DE VIOLENCIA SEXUAL Y/O FAMILIAR",38048,,,
"INFANCIA Y FAMILIA","PROGRAMAS PARA LA PREVENCIÓN Y ATENCIÓN DEL MALTRATO Y EXPLOTACIÓN INFANTIL","G-63004162","FUNDACIÓN PRIVADA ARSIS","SAI - SERVICIO DE ATENCIÓN A LA INFANCIA",10000,,,
"INFANCIA Y FAMILIA","PROGRAMAS PARA LA PREVENCIÓN Y ATENCIÓN DEL MALTRATO Y EXPLOTACIÓN INFANTIL","G-79362497","FUNDACIÓN SAVE THE CHILDREN","SENSIBILIZACIÓN Y PREVENCIÓN DEL ABUSO SEXUAL INFANTIL",54648,,,
"INFANCIA Y FAMILIA","PROGRAMAS PARA LA PREVENCIÓN Y ATENCIÓN DEL MALTRATO Y EXPLOTACIÓN INFANTIL","G-28979136","FUNDACIÓN TOMILLO","PREVENCIÓN Y ATENCIÓN DEL MALTRATO Y EXPLOTACIÓN INFANTIL",100000,,,
"INFANCIA Y FAMILIA","PROGRAMAS PARA LA PREVENCIÓN Y ATENCIÓN DEL MALTRATO Y EXPLOTACIÓN INFANTIL","G-64216385","FUNDACIÓN VICKI BERNADET","FADA: PREVENCIÓN, DETECCIÓN Y ATENCIÓN DEL ABUSO SEXUAL INFANTIL",75000,,,
"INFANCIA Y FAMILIA","PROGRAMAS PARA LA PREVENCIÓN Y ATENCIÓN DEL MALTRATO Y EXPLOTACIÓN INFANTIL","G-64216385","FUNDACIÓN VICKI BERNADET","¿QUÉ LE PASA A MI COLEGA?",15000,,,
"INFANCIA Y FAMILIA","PROGRAMAS PARA LA PREVENCIÓN Y ATENCIÓN DEL MALTRATO Y EXPLOTACIÓN INFANTIL","G-08973224","INSTITUTO DE TRABAJO SOCIAL Y DE SERVICIOS SOCIALES (INTRESS)","CAUI JOSEP PALLACH-CENTRO DE ACOGIDA Y URGENCIAS PARA LA INFANCIA",34040,,,
"INFANCIA Y FAMILIA","PROGRAMAS PARA LA PREVENCIÓN Y ATENCIÓN DEL MALTRATO Y EXPLOTACIÓN INFANTIL","G-35103431","RADIO ECCA FUNDACIÓN CANARIA","ACTUACIONES DE SENSIBILIZACIÓN DE LA VIOLENCIA Y ABUSO SEXUAL INFANTIL",17280,,,
"INFANCIA Y FAMILIA","PROGRAMAS DE INTERVENCIÓN EN FAMILIAS QUE SE ENCUENTRAN EN SITUACIONES DE ESPECIAL DIFICULTAD","G-59435180","ABD ASOCIACIÓN BIENESTAR Y DESARROLLO","PREINFANT: DIRIGIDO A MEJORAR LAS EXPERIENCIAS PRENATALES, NATALES E INICIALES DE LAS FAMILIAS DE ALTO RIESGO",80440,,,
"INFANCIA Y FAMILIA","PROGRAMAS DE INTERVENCIÓN EN FAMILIAS QUE SE ENCUENTRAN EN SITUACIONES DE ESPECIAL DIFICULTAD","G-28821254","ALDEAS INFANTILES SOS DE ESPAÑA","TRABAJO CON FAMILIAS EN DIFICULTAD SOCIAL","200803,9",,,
"INFANCIA Y FAMILIA","PROGRAMAS DE INTERVENCIÓN EN FAMILIAS QUE SE ENCUENTRAN EN SITUACIONES DE ESPECIAL DIFICULTAD","G-30146542","ASOCIACIÓN COLUMBARES","ATENCIÓN A FAMILIAS EN SITUACIÓN DE ESPECIAL DIFICULTAD",48600,,,
"INFANCIA Y FAMILIA","PROGRAMAS DE INTERVENCIÓN EN FAMILIAS QUE SE ENCUENTRAN EN SITUACIONES DE ESPECIAL DIFICULTAD","G-28933455","ASOCIACIÓN VÍCTIMAS DEL TERRORISMO","SERVICIO INTEGRAL DE ATENCIÓN PSICOLÓGICA, SOCIAL Y LABORAL DE VÍCTIMAS DEL TERRORISMO",515119,,,
"INFANCIA Y FAMILIA","PROGRAMAS DE INTERVENCIÓN EN FAMILIAS QUE SE ENCUENTRAN EN SITUACIONES DE ESPECIAL DIFICULTAD","G-83987859","ASOCIACIÓN 11 M AFECTADOS DEL TERRORISMO","ASISTENCIA INTEGRAL A VÍCTIMAS Y/O AFECTADOS DEL TERRORISMO",180000,,,
"INFANCIA Y FAMILIA","PROGRAMAS DE INTERVENCIÓN EN FAMILIAS QUE SE ENCUENTRAN EN SITUACIONES DE ESPECIAL DIFICULTAD","G-63375786","ASSOCIACIÓ PER LA RECERCA I L’ACCIÓ SOCIAL","ESTRUCTURACIÓN DEL PROYECTO FAMILIAR",75120,,,
"INFANCIA Y FAMILIA","PROGRAMAS DE INTERVENCIÓN EN FAMILIAS QUE SE ENCUENTRAN EN SITUACIONES DE ESPECIAL DIFICULTAD","R-02800560-A","CÁRITAS ESPAÑOLA","INTERVENCIÓN EN FAMILIAS QUE SE ENCUENTRAN EN SITUACIONES DE ESPECIAL DIFICULTAD","1112665,68",,,
"INFANCIA Y FAMILIA","PROGRAMAS DE INTERVENCIÓN EN FAMILIAS QUE SE ENCUENTRAN EN SITUACIONES DE ESPECIAL DIFICULTAD","Q-02866001-G","CRUZ ROJA ESPAÑOLA","ATENCIÓN A MENORES CON FAMILIAS EN DIFICULTAD SOCIAL","149098,56",,,
"INFANCIA Y FAMILIA","PROGRAMAS DE INTERVENCIÓN EN FAMILIAS QUE SE ENCUENTRAN EN SITUACIONES DE ESPECIAL DIFICULTAD","Q-02866001-G","CRUZ ROJA ESPAÑOLA","SOPORTE PSICOSOCIAL A PERSONAS MAYORES QUE EJERCEN LABORES PARENTALES CON MENORES DE EDAD. ESCUELA DE ABUELOS-AS EDUCADORES","92192,6",,,
"INFANCIA Y FAMILIA","PROGRAMAS DE INTERVENCIÓN EN FAMILIAS QUE SE ENCUENTRAN EN SITUACIONES DE ESPECIAL DIFICULTAD","G-61228839","FEDAIA (FEDERACIÓ D’ENTITATS D’ATENCIÓ I D’EDUCACIÓ A LA INFÀNCIA I A L’ADOLESCÈNCIA)","INTEGRAL PARA FAMILIAS CON DIFICULTADES SOCIALES “PREVENCIÓN AHORA”",19800,,,
"INFANCIA Y FAMILIA","PROGRAMAS DE INTERVENCIÓN EN FAMILIAS QUE SE ENCUENTRAN EN SITUACIONES DE ESPECIAL DIFICULTAD","G-61228839","FEDAIA (FEDERACIÓ D’ENTITATS D’ATENCIÓ I D’EDUCACIÓ A LA INFÀNCIA I A L’ADOLESCÈNCIA)","PREVENCIÓN EN EL ENTORNO FAMILIAR PARA EVITAR SITUACIONES DE SEPARACIÓN DE LOS HIJOS",20000,,,
"INFANCIA Y FAMILIA","PROGRAMAS DE INTERVENCIÓN EN FAMILIAS QUE SE ENCUENTRAN EN SITUACIONES DE ESPECIAL DIFICULTAD","G-80685449","FEDERACIÓN DE ASOCIACIONES DE MADRES SOLTERAS","APOYO INTEGRAL A FAMILIAS MONOPARENTALES",100000,,,
"INFANCIA Y FAMILIA","PROGRAMAS DE INTERVENCIÓN EN FAMILIAS QUE SE ENCUENTRAN EN SITUACIONES DE ESPECIAL DIFICULTAD","G-28728962","FEDERACIÓN ESPAÑOLA DE FAMILIAS NUMEROSAS","CONTINUIDAD DEL SERVICIO DE INFORMACIÓN Y ASESORAMIENTO A FAMILIAS NUMEROSAS",162555,,,
"INFANCIA Y FAMILIA","PROGRAMAS DE INTERVENCIÓN EN FAMILIAS QUE SE ENCUENTRAN EN SITUACIONES DE ESPECIAL DIFICULTAD","G-82237827","FEDERACIÓN INJUCAM PARA LA PROMOCIÓN DE LA INFANCIA Y JUVENTUD","INTERVENCIÓN CON FAMILIAS","14329,44",,,
"INFANCIA Y FAMILIA","PROGRAMAS DE INTERVENCIÓN EN FAMILIAS QUE SE ENCUENTRAN EN SITUACIONES DE ESPECIAL DIFICULTAD","G-63214043","FUNDACIÓ QUATRE VENTS, FUNDACIÓ PRIVADA","ATENCIÓN A FAMILIAS EN SITUACIÓN DE RIESGO Y EXCLUSIÓN SOCIAL “NOU HORITZO“","24725,52",,,
"INFANCIA Y FAMILIA","PROGRAMAS DE INTERVENCIÓN EN FAMILIAS QUE SE ENCUENTRAN EN SITUACIONES DE ESPECIAL DIFICULTAD","G-80453731","FUNDACIÓN ANAR","ATENCIÓN PSICOSOCIAL ESPECIALIZADA A FAMILIAS Y A MENORES",54000,,,
"INFANCIA Y FAMILIA","PROGRAMAS DE INTERVENCIÓN EN FAMILIAS QUE SE ENCUENTRAN EN SITUACIONES DE ESPECIAL DIFICULTAD","G-73038457","FUNDACIÓN DIAGRAMA INTERVENCIÓN PSICOSOCIAL","PROYECTO DE PREVENCIÓN DE LA VIOLENCIA INTRAFAMILIAR",60000,,,
"INFANCIA Y FAMILIA","PROGRAMAS DE INTERVENCIÓN EN FAMILIAS QUE SE ENCUENTRAN EN SITUACIONES DE ESPECIAL DIFICULTAD","G-23633266","FUNDACIÓN ESCUELAS PROFESIONALES DE LA SAGRADA FAMILIA","CONCILIACIÓN FAMILIA-VIDA LABORAL Y ESCUELA SEVILLA – BLANCA PALOMA",30000,,,
"INFANCIA Y FAMILIA","PROGRAMAS DE INTERVENCIÓN EN FAMILIAS QUE SE ENCUENTRAN EN SITUACIONES DE ESPECIAL DIFICULTAD","G-78947652","FUNDACIÓN LABORAL WWB EN ESPAÑA","EDUCACIÓN Y ASESORAMIENTO FINANCIERO A FAMILIAS",43200,,,
"INFANCIA Y FAMILIA","PROGRAMAS DE INTERVENCIÓN EN FAMILIAS QUE SE ENCUENTRAN EN SITUACIONES DE ESPECIAL DIFICULTAD","G-11408606","FUNDACIÓN MÁRGENES Y VÍNCULOS","APOYO A MADRES EN CRISIS CON DIFICULTADES PSICOSOCIALES","28688,52",,,
"INFANCIA Y FAMILIA","PROGRAMAS DE INTERVENCIÓN EN FAMILIAS QUE SE ENCUENTRAN EN SITUACIONES DE ESPECIAL DIFICULTAD","G-15551120","FUNDACIÓN MENIÑOS","INTEGRACIÓN FAMILIAR DE NIÑOS INSTITUCIONALIZADOS","186531,11",,,
"INFANCIA Y FAMILIA","PROGRAMAS DE INTERVENCIÓN EN FAMILIAS QUE SE ENCUENTRAN EN SITUACIONES DE ESPECIAL DIFICULTAD","G-28979136","FUNDACIÓN TOMILLO","INTERVENCIÓN EN FAMILIAS QUE SE ENCUENTRAN EN SITUACIÓN DE ESPECIAL DIFICULTAD","83148,36",,,
"INFANCIA Y FAMILIA","PROGRAMAS DE INTERVENCIÓN EN FAMILIAS QUE SE ENCUENTRAN EN SITUACIONES DE ESPECIAL DIFICULTAD","G-83276790","FUNDACIÓN VÍCTIMAS DEL TERRORISMO","ASISTENCIA SOCIAL COMPLEMENTARIA A VÍCTIMAS DEL TERRORISMO",50000,,,
"INFANCIA Y FAMILIA","PROGRAMAS DE INTERVENCIÓN EN FAMILIAS QUE SE ENCUENTRAN EN SITUACIONES DE ESPECIAL DIFICULTAD","G-28256667","SOCIEDAD DE SAN VICENTE DE PAÚL EN ESPAÑA","ATENCIÓN A FAMILIAS EN SITUACIÓN DE RIESGO SOCIAL",109944,,,
"INFANCIA Y FAMILIA","PROGRAMAS DE ORIENTACIÓN Y/O MEDIACIÓN FAMILIAR Y PUNTOS DE ENCUENTRO FAMILIAR","G-28545820","ACCIÓN FAMILIAR","GABINETE DE ORIENTACIÓN FAMILIAR",52920,,,
"INFANCIA Y FAMILIA","PROGRAMAS DE ORIENTACIÓN Y/O MEDIACIÓN FAMILIAR Y PUNTOS DE ENCUENTRO FAMILIAR","G-28821254","ALDEAS INFANTILES SOS DE ESPAÑA","PUNTO DE ENCUENTRO Y MEDIACIÓN FAMILIAR","77351,84",,,
"INFANCIA Y FAMILIA","PROGRAMAS DE ORIENTACIÓN Y/O MEDIACIÓN FAMILIAR Y PUNTOS DE ENCUENTRO FAMILIAR","G-60729084","ASSISTÈNCIA I GESTIÓ INTEGRAL, FUNDACIÓ PRIVADA"," INFORMACIÓN Y ORIENTACIÓN A LAS FAMILIAS. PROGRAMA PAIF",33400,,,
"INFANCIA Y FAMILIA","PROGRAMAS DE ORIENTACIÓN Y/O MEDIACIÓN FAMILIAR Y PUNTOS DE ENCUENTRO FAMILIAR","G-81201048","ATENCIÓN Y MEDIACIÓN A LA FAMILIA EN PROCESO DE CAMBIO","MEDIACIÓN EN RUPTURA DE PAREJA",114320,,,
